Video Title,Game Name,Published At,View Count,Like Count,Comment Count,Duration (seconds),Type
2022 Bizim İçin Nasıl Geçti? - Mutlu Yıllar!,Suat,2023-01-03T15:00:31Z,99041,4936,235,1295,Video
Mermilerle Dans - PUBG (Dereceli Oyun) #251,PUBG,2023-01-03T09:00:03Z,22254,1053,37,1793,Video
Araba Çiz ve Sür... - JellyCar Worlds,JellyCar Worlds,2023-01-02T15:03:51Z,26447,1321,50,721,Video
Hatalar Hatalar... - Worms W.M.D | #49,Worms W.M.D,2023-01-02T09:00:06Z,22391,1052,37,2257,Video
Nereden Çıktığını Göremedik - PUBG (Dereceli Oyun) #250,PUBG,2023-01-01T15:00:32Z,8311,360,12,1417,Video
Tekrar Geldik Vesenia'ya - Astroneer | #11,Astroneer,2023-01-01T12:00:31Z,20257,660,41,8044,Video
Rotasyon Ustası - PUBG (Dereceli Oyun) #249,PUBG,2022-12-31T16:30:06Z,7443,363,12,1911,Video
Çile Çekmek! - Astroneer | #10,Astroneer,2022-12-31T10:01:17Z,20710,668,52,7843,Video
Sabır Savaşı - PUBG (Özel Oyun) #248,PUBG,2022-12-30T14:00:27Z,28976,1142,35,1958,Video
İnternet Kafede 10 Dakikası Kalan Ne Yapar? - PUBG (Özel Oyun) #247,PUBG,2022-12-29T16:15:52Z,28376,1262,39,1960,Video
Niye Geliyorsunuz Ya! - PUBG (Dereceli Oyun) #246,PUBG,2022-12-29T12:39:25Z,6447,324,13,1665,Video
Yumruk Yumruğa Final - PUBG (Özel Oyun) #245,PUBG,2022-12-28T15:00:07Z,21751,950,27,2334,Video
Çekirdeğine İnme Sırası Atrox'ta - Astroneer | #9,Astroneer,2022-12-28T11:32:53Z,25260,764,52,8294,Video
O Tava Nasıl Değmez! Tabanca Modu - PUBG (Özel Oyun) #244,PUBG,2022-12-27T16:00:19Z,21752,1169,34,1148,Video
Gezegenin Çekirdeğine İnmeye Çalışıyoruz - Astroneer | #8,Astroneer,2022-12-27T13:43:41Z,24158,778,43,8226,Video
Seni Vurmamamız İçin Bir Piksel Yeter - PUBG (Dereceli Oyun) #243,PUBG,2022-12-27T11:00:24Z,5802,280,15,1604,Video
Haritada Geze Geze Rakip Aradık - PUBG (Dereceli Oyun) #242,PUBG,2022-12-26T15:00:01Z,5661,326,14,1278,Video
Uzayda Tren Rayı Döşemek? - Astroneer | #7,Astroneer,2022-12-26T11:04:08Z,23930,792,58,6950,Video
Squirtle'ı Yakaladık - Astroneer | #6,Astroneer,2022-12-25T15:00:01Z,23995,790,69,7826,Video
Güzel Manzaralı Yeni Gezegen - Astroneer | #5,Astroneer,2022-12-25T11:00:37Z,27235,867,50,7544,Video
"Zorlu, Yeni Gezende Keşif - Astroneer | #4",Astroneer,2022-12-24T14:00:00Z,42128,1078,90,11647,Video
"Ölümü İnkar Ettik Resmen - Ori and the Will of the Wisps, #Final",Ori and the Will of the Wisps,2022-12-24T10:00:32Z,2092,72,6,4817,Video
Hileci Haritayı Temizledi! - PUBG (Dereceli Oyun) #241,PUBG,2022-12-23T15:30:08Z,12456,562,25,1694,Video
Yenİ Gezegen İçin Hazırlıklar Tamam - Astroneer | #3,Astroneer,2022-12-23T12:15:07Z,35775,1075,69,8196,Video
Rüzgarlı Çöllerdeyiz - Ori and the Will of the Wisps #10,Ori and the Will of the Wisps,2022-12-23T09:00:22Z,1728,55,2,4551,Video
Mağarada Kendimizi Kaybettik! - Astroneer | #2,Astroneer,2022-12-22T14:00:13Z,42463,1220,69,8042,Video
Ortam Satmaya Çok Müsait - PUBG (Dereceli Oyun) #240,PUBG,2022-12-22T10:05:22Z,10286,482,19,1879,Video
Bir Astronotun Macerası - Astroneer | #1,Astroneer,2022-12-21T15:00:11Z,123756,2739,173,8824,Video
"Bol Hikayesi Olan Oyun, Sadece Bomba ve Araba - PUBG (Özel Oyun) #239",PUBG,2022-12-21T09:00:30Z,27712,1262,45,1561,Video
Yakın Dövüşte Güçlüyüz- PUBG (Özel Oyun) #238,PUBG,2022-12-20T13:00:04Z,20626,1087,41,1075,Video
Defteri Temizliyoruz - Potion Craft | #Final,Potion Craft,2022-12-19T15:00:06Z,12228,485,49,2143,Video
İyi Yer Tutmanın Önemi - PUBG (Özel Oyun) #237,PUBG,2022-12-19T09:00:19Z,29098,1171,46,1936,Video
Her Türlü Büyü Yapılır! - Potion Craft | #4,Potion Craft,2022-12-18T15:00:32Z,18268,564,51,8808,Video
Çıtır Hasarlı Tank Taktiği - PUBG (Özel Oyun) #236,PUBG,2022-12-18T12:00:12Z,43518,1801,59,1753,Video
"Yeni İksirlerimiz Geldi, Taze Taze - Potion Craft | #3",Potion Craft,2022-12-18T10:00:17Z,19168,600,32,6675,Video
Her Derdin Devası Bizde - Potion Craft | #2,Potion Craft,2022-12-17T15:00:29Z,24519,755,37,6550,Video
Sur Üstüne Sur Dayanabiliriz - Age of Empires 4 | #22,Age of Empires 4,2022-12-17T10:00:08Z,18845,597,43,3399,Video
İksir Yapmak Bizim İşimiz - Potion Craft | #1,Potion Craft,2022-12-16T15:00:05Z,45431,1343,72,5883,Video
Uzak Dur Dev Örümcek - Ori and the Will of the Wisps #9,Ori and the Will of the Wisps,2022-12-16T12:00:12Z,1669,56,4,4321,Video
Sarp ve Zorlu Diyara Geldik - Ori and the Will of the Wisps #8,Ori and the Will of the Wisps,2022-12-16T10:01:31Z,1389,56,6,4420,Video
Allah'ını Seven Defansa Gelsin - Age of Empires 4 | #21,Age of Empires 4,2022-12-15T15:00:32Z,16567,648,49,2942,Video
Kazıya Kazıya Geldik - Call of Duty: Warzone 2.0 l #8,Call of Duty: Warzone 2.0,2022-12-15T10:00:00Z,5566,228,6,1584,Video
"Nişan Al ve Ateş, Ekiple Tank Oyunu - ShellShock Live",ShellShock Live,2022-12-14T15:00:09Z,54490,1532,67,5853,Video
"Biz Direniyoruz, Siz Devam Edin Takım - Age of Empires 4 | #20",Age of Empires 4,2022-12-14T09:00:24Z,12221,468,31,1695,Video
Tava Savaşları - PUBG (Özel Oyun) #235,PUBG,2022-12-13T15:00:30Z,25608,1190,26,1092,Video
Dev Kurbağa Napıyorsun! - Ori and the Will of the Wisps #7,Ori and the Will of the Wisps,2022-12-13T12:00:25Z,1721,52,6,3882,Video
Luma Gölcükleri - Ori and the Will of the Wisps #6,Ori and the Will of the Wisps,2022-12-13T10:30:06Z,1754,48,3,4588,Video
"Kuş, Hayır Olamaz! - Ori and the Will of the Wisps #5",Ori and the Will of the Wisps,2022-12-13T09:00:24Z,1476,57,5,3950,Video
Yaklaşmayın DBS'im Var!  - PUBG (Özel Oyun) #234,PUBG,2022-12-12T15:00:04Z,54641,2075,43,1956,Video
Satmayan Kalmadı - Worms W.M.D | #48,Worms W.M.D,2022-12-12T12:00:36Z,28961,1033,33,3916,Video
Çarkların Arasında Yolculuk - Ori and the Will of the Wisps #4,Ori and the Will of the Wisps,2022-12-12T10:04:32Z,1569,62,2,3401,Video
Koca Kurbağanın Bataklığına Geldik - Ori and the Will of the Wisps #3,Ori and the Will of the Wisps,2022-12-12T09:00:00Z,1746,76,5,3571,Video
Deniz Fenerindeki Gizem! Korku/Gerilim Oyunu - No One Lives Under The Lighthouse,No One Lives Under The Lighthou,2022-12-11T15:00:20Z,24867,837,107,9822,Video
Yeteneklerimizi Geliştiriyoruz - Ori and the Will of the Wisps #2,Ori and the Will of the Wisps,2022-12-11T12:00:03Z,2766,98,7,3647,Video
Ori'nin Hikayesi Başlıyor - Ori and the Will of the Wisps #1,Ori and the Will of the Wisps,2022-12-11T09:00:07Z,7601,225,20,3536,Video
Arabadan Pompalı Kullanma Sanatı - PUBG (Dereceli Oyun) #233,PUBG,2022-12-10T12:00:29Z,35520,1562,36,1705,Video
Sen Bi' Dışarı Çıksana - Divine Knockout İlk Bakış,Divine Knockout,2022-12-09T15:33:28Z,30046,696,46,2579,Video
Enfes Geri Dönüş? Ekiple Zorlu Turnuva - Tekken 7 #2,Tekken 7,2022-12-09T12:30:17Z,29894,1031,71,3579,Video
PUBG Tüm Sinematikler (POL: PUBG-Solo Turnuvası),PUBG,2022-12-08T15:00:30Z,13051,1019,90,843,Video
Nerede Bu Uzun Çubuk? - Tetr.io #8,Tetr.io,2022-12-08T13:00:27Z,2725,90,5,4120,Video
Kelime Anlatma/Bilme Oyunu - Codenames l #16,Codenames,2022-12-08T11:00:05Z,13358,400,21,5969,Video
Planlar Kapışıyor - Worms W.M.D | #47,Worms W.M.D,2022-12-07T15:00:19Z,34680,1166,47,4571,Video
Yeni Vikendi'ye Çabuk Alıştık - PUBG (Test Sunucusu) #232,PUBG,2022-12-07T12:07:54Z,26332,1143,32,1812,Video
Ekiple Turnuva Yapıyoruz - Tekken 7,Tekken 7,2022-12-06T15:00:08Z,27401,1082,60,1528,Video
Yenilenen Vikendi'yi Deniyoruz - PUBG (Test Sunucusu) #231,PUBG,2022-12-06T12:00:01Z,35958,1521,44,1970,Video
Şampiyon Belli Oluyor! - POL Turnuvası: PUBG: Battlegrounds Final Günü,PUBG,2022-12-05T14:58:39Z,59172,1699,179,24003,Video
1.POL Turnuvası - Mavi Takımın Şampiyonluk Hikayesi...,POL,2022-12-02T15:40:19Z,20490,1688,108,767,Video
Kaleyi Dağıtıyoruz - Rogue Legacy 2: İlk Bakış,Rogue Legacy 2,2022-12-01T16:02:03Z,5526,183,17,4383,Video
C-4'lü Drone ile Çaresiz Bıraktık - Call of Duty: Warzone 2.0 l #7,Call of Duty: Warzone 2.0,2022-12-01T10:30:09Z,5592,227,11,1469,Video
Bir Çöl Deneyimi - Starsand: İlk Bakış,Starsand,2022-11-30T15:00:01Z,41641,1074,65,7501,Video
Garip Bir Oyun - PUBG (Dereceli Oyun) #230,PUBG,2022-11-30T12:00:27Z,10226,429,14,1851,Video
Güzel Döndük - Call of Duty: Warzone 2.0 l #6,Call of Duty: Warzone 2.0,2022-11-29T15:00:11Z,4971,197,6,1363,Video
Siper Yok Ama Dayanabilirsek... - PUBG (Dereceli Oyun) #229,PUBG,2022-11-28T15:00:27Z,25814,1071,36,1726,Video
Tokatlama Zamanı - Ship of Fools #2,Ship of Fools,2022-11-28T12:00:08Z,18059,691,25,2828,Video
Gemimizi Savunuyoruz - Ship of Fools,Ship of Fools,2022-11-27T15:00:31Z,45355,1503,33,3253,Video
Finalistler Belli Oluyor! - POL Turnuvası: PUBG: Battlegrounds Ön Eleme 1. Gün,PUBG,2022-11-26T15:01:30Z,92318,1688,139,13998,Video
Tek Mermi Yeter - PUBG (Özel Oyun) #228,PUBG,2022-11-25T15:00:21Z,32763,1530,57,1811,Video
İşte Yine Başlıyoruz - Inscryption #2,Inscryption,2022-11-25T10:00:33Z,29735,851,112,10166,Video
Fillerimiz Hazır - Age of Empires 4 | #19,Age of Empires 4,2022-11-24T15:00:22Z,18385,619,38,3664,Video
POL Turnuvası: PUBG: Battlegrounds Kura Çekimleri | Bölüm 2.1,PUBG,2022-11-24T12:00:23Z,20318,899,43,3031,Video
Önümüze Geleni Taradık - Call of Duty: Warzone 2.0 l #5,Call of Duty: Warzone 2.0,2022-11-24T09:00:12Z,10305,479,35,1461,Video
Kartlarla Bulmacanın İçine Düştük - Inscryption,Inscryption,2022-11-23T15:05:22Z,25887,932,56,4448,Video
Karşımıza Master Geldi - Worms W.M.D | Dereceli #46,Worms W.M.D,2022-11-23T12:00:13Z,18126,894,45,1198,Video
zSuat'ın 2022 Dünya Kupası Tahminleri,Suat,2022-11-22T15:00:00Z,24229,1206,151,1410,Video
Rakibin Süperstarına Erkenden Çökmek - Age of Empires 4 | #18,Age of Empires 4,2022-11-22T12:00:13Z,17550,600,42,3163,Video
Oyuna Agresif Başlamak - Call of Duty: Warzone 2.0 l #4,Call of Duty: Warzone 2.0,2022-11-22T11:00:04Z,5130,189,6,1549,Video
2.POL Turnuvası: PUBG-Solo Trailer,PUBG,2022-11-22T04:46:00Z,13701,1113,46,71,Video
POL Turnuvası Nedir?,POL,2022-11-22T04:45:01Z,11355,581,40,100,Video
Yeni Avatar Kostümleri... - Brawlhalla #5,Brawlhalla,2022-11-21T12:00:01Z,5511,158,11,2241,Video
"Sniper, Haritayı Temizledik - Call of Duty: Warzone 2.0 l #3",Call of Duty: Warzone 2.0,2022-11-20T15:15:01Z,18242,772,36,1839,Video
Kaybedilme İhtimali Olmayan Maç - Worms W.M.D | #45,Worms W.M.D,2022-11-20T13:05:57Z,33034,1199,74,4329,Video
"Kusursuza Yakın Bir Oyun, 2v2 - Worms W.M.D | #44",Worms W.M.D,2022-11-19T16:00:00Z,30573,1046,54,4831,Video
Fıçı Fıçı Tekniği - Age of Empires 4 | #17,Age of Empires 4,2022-11-19T14:01:55Z,17462,585,44,3473,Video
Tertemiz Oynadık - Call of Duty: Modern Warfare II #5,Call of Duty: Modern Warfare II,2022-11-19T11:00:44Z,3557,109,7,2926,Video
TPP İlk Bakış - Call of Duty: Warzone 2.0 l #2,Call of Duty: Warzone 2.0,2022-11-18T15:00:41Z,21423,705,42,1687,Video
"Dominant Taraf, 2v2 - Worms W.M.D | #43",Worms W.M.D,2022-11-18T12:33:06Z,19286,1016,57,1867,Video
Ateşli Bir Maç - PUBG (Dereceli Oyun) #227,PUBG,2022-11-18T11:03:55Z,7044,323,11,1626,Video
"İlk Maç Efsane Maç, Warzone 2.0 Çıktı - Call of Duty: Warzone 2.0",Call of Duty: Warzone 2.0,2022-11-17T15:00:49Z,20775,427,52,1797,Video
Keleş Kontrolden Çıktı! - PUBG (Dereceli Oyun) #226,PUBG,2022-11-17T12:00:10Z,29152,1262,35,1848,Video
İyi Savunduk - Call of Duty: Modern Warfare II #4,Call of Duty: Modern Warfare II,2022-11-17T09:11:39Z,2599,86,2,4049,Video
Bayrağımız Yükseliyor- Sea of Thieves | #3,Sea of Thieves,2022-11-16T15:00:27Z,27781,651,49,9571,Video
Ben Tek Siz Üçünüz - PUBG (Özel Oyun) #225,PUBG,2022-11-16T12:00:05Z,28367,1254,36,1855,Video
Karanlığı Aydınlatıyoruz - Eyes in the Dark: İlk Bakış,Eyes in the Dark,2022-11-16T09:00:08Z,2939,96,5,4497,Video
Düşman Gemileri İçin Batma Zamanı - Sea of Thieves | #2,Sea of Thieves,2022-11-15T17:01:29Z,32145,754,62,9995,Video
zSuat Age of Empires 4'te Zafer Alırsa Video Biter,Age of Empires 4,2022-11-15T15:04:20Z,30275,828,217,34695,Video
Üzerimize Düşeni Yaptık - Call of Duty: Modern Warfare II #3,Call of Duty: Modern Warfare II,2022-11-15T12:00:14Z,2429,62,7,2510,Video
En Zorlu Bosslardan Biri: Yüce Zote - Hollow Knight | Bölüm 28,Hollow Knight,2022-11-15T11:00:12Z,2363,91,15,6395,Video
Zorlu Çiçek Taşıma Görevi - Hollow Knight | Bölüm 27,Hollow Knight,2022-11-14T14:00:30Z,1996,65,14,3810,Video
"Denize Açılıyoruz, Oyunu Öğreniyoruz - Sea of Thieves | #1",Sea of Thieves,2022-11-13T15:00:39Z,87377,1708,124,10549,Video
Path of Pain(Acı Yolu) - Hollow Knight | Bölüm 26,Hollow Knight,2022-11-13T11:00:49Z,2679,95,14,5981,Video
"Hamle Savaşları, Efsane 2v2 - Worms W.M.D | #42",Worms W.M.D,2022-11-12T15:00:25Z,27789,1337,69,3157,Video
Nightmare King Grimm'le Kapışma - Hollow Knight | Bölüm 25,Hollow Knight,2022-11-12T12:00:32Z,2375,87,19,5386,Video
Rank Kasmaya Çalışıyoruz - Tetr.io #7,Tetr.io,2022-11-11T16:00:22Z,3482,115,16,3261,Video
"Radiance, Final Bölümü (3. Son) - Hollow Knight | Bölüm 24",Hollow Knight,2022-11-11T11:59:31Z,2476,110,9,3589,Video
Sakin Olmalıyız - PUBG (Dereceli Oyun) #224,PUBG,2022-11-10T10:12:04Z,27290,1171,40,1773,Video
Cin Ali Kavgası - Stick It to the Stickman: İlk Bakış,Stick It to the Stickman,2022-11-08T15:30:12Z,43122,1510,51,1928,Video
Her Yerdeler! Farklı Oyun Modlarını Deniyoruz - Call of Duty: Modern Warfare II #2,Call of Duty: Modern Warfare II,2022-11-08T09:00:06Z,6726,191,9,2743,Video
Ruhları Biçen Bir Karga - Death's Door: İlk Bakış,Death's Door,2022-11-07T15:00:39Z,11422,272,23,12302,Video
Şimdi Rövanş Vakti - Worms W.M.D | Dereceli #41,Worms W.M.D,2022-11-07T09:00:07Z,29000,900,42,4282,Video
"Yeni Karakter, Yeni Macera - Slay the Spire #3",Slay the Spire,2022-11-06T15:00:11Z,29353,636,89,13097,Video
Zaman Lazım - Age of Empires 4 | #15,Age of Empires 4,2022-11-06T09:00:09Z,18503,592,68,2421,Video
Şehrin Yolları Bize Emanet - Mini Motorways: İlk Bakış,Mini Motorways,2022-11-05T15:00:38Z,42202,1566,79,2494,Video
Custom'da Enfes Final - PUBG (Özel Oyun) #223,PUBG,2022-11-05T11:00:09Z,33512,1597,68,1987,Video
Kelime Anlatma/Bilme Oyunu - Codenames l #15,Codenames,2022-11-04T16:02:28Z,19010,522,49,7140,Video
Yeni Gelen Osmanlı'yı Deniyoruz - Age of Empires 4 | #14,Age of Empires 4,2022-11-04T14:02:05Z,26313,709,72,2539,Video
"Sakin, Panik Yok - PUBG (Dereceli Oyun) #222",PUBG,2022-11-03T16:15:03Z,32349,1376,44,2327,Video
Sonunda Sarmaşığı Düşürebildik! - Tricky Towers | #27,Tricky Towers,2022-11-03T13:00:38Z,32569,1022,44,3439,Video
"Müzikal Saldırı Çok Güçlü, Dereceliye Devam - Worms W.M.D | #40",Worms W.M.D,2022-11-02T15:00:41Z,28276,1029,69,2751,Video
Taş Lazım Taş - Age of Empires 4 | #13,Age of Empires 4,2022-11-02T13:00:18Z,15459,548,52,2625,Video
Rakibi Korkutan Vuruş - PUBG (Dereceli Oyun) #221,PUBG,2022-11-01T15:00:15Z,9607,454,13,1524,Video
Cephanelerimizi Seçtik - Worms W.M.D | #39,Worms W.M.D,2022-11-01T09:00:39Z,30728,1078,45,3932,Video
Haydi Be Çocuk - PUBG (Dereceli Oyun) #220,PUBG,2022-10-31T15:00:19Z,29418,1426,48,1907,Video
zSuat vs Dünya 1.si (1vs1 Dereceli) - Worms W.M.D | #38,Worms W.M.D,2022-10-31T12:00:40Z,57164,2037,77,792,Video
En İyi Dövüşen Kazansın - Brawlhalla #4,Brawlhalla,2022-10-31T09:00:13Z,3855,120,11,3468,Video
Garantiye Oynadık - PUBG (Özel Oyun) #219,PUBG,2022-10-30T15:00:48Z,23728,1011,39,2135,Video
"Farklı Sonları Deniyoruz, Final Bölümü (2. Son) - Hollow Knight | Bölüm 23",Hollow Knight,2022-10-30T12:00:01Z,3158,102,15,4532,Video
"Altımızda Birisi, Üstümüzde Birisi! - PUBG (Dereceli Oyun) #218",PUBG,2022-10-30T09:00:39Z,7374,356,11,1831,Video
Paraşütle Kuleye İnme Tekniği - PUBG (Özel Oyun) #217,PUBG,2022-10-29T15:00:44Z,31613,1418,39,1922,Video
Buralar Karıştı - PUBG (Dereceli Oyun) #216,PUBG,2022-10-29T12:00:18Z,7098,368,14,1187,Video
Final Bölümü (1. Son) - Hollow Knight | Bölüm 22,Hollow Knight,2022-10-29T10:00:39Z,3119,109,6,5207,Video
Yılan Gibi Sürüne Sürüne - PUBG (Dereceli Oyun) #215,PUBG,2022-10-28T15:06:34Z,24470,1108,34,1872,Video
Ruh Tıranı Öl Artık - Hollow Knight | Bölüm 21,Hollow Knight,2022-10-28T13:00:05Z,2406,93,8,4129,Video
Kontrol Bizde - PUBG (Dereceli Oyun) #214,PUBG,2022-10-27T15:00:02Z,24697,1117,39,1777,Video
Senin Orada Ne İşin Var! - PUBG (Dereceli Oyun) #213,PUBG,2022-10-27T10:00:02Z,8316,371,19,1665,Video
Zafer Almadan Çıkmak Yok! - Forza Horizon 5 | Eleyici | #36,Forza Horizon 5,2022-10-26T16:09:33Z,40597,1925,54,1924,Video
Yeni Bir Mozart Doğuyor - Trombone Champ,Trombone Champ,2022-10-26T12:30:11Z,26200,1334,86,1350,Video
Zamanlamanın Böylesi - PUBG (Dereceli Oyun) #212,PUBG,2022-10-25T15:00:19Z,29043,1349,46,2049,Video
Ağaçlara Dikkat! - Forza Horizon 5 | Eleyici | #35,Forza Horizon 5,2022-10-25T12:00:24Z,25544,1287,36,917,Video
Nereden Sıkıyor Bunlar? - PUBG (Dereceli Oyun) #211,PUBG,2022-10-24T15:00:40Z,9027,424,16,1331,Video
Arenanın Son Bölümü - Hollow Knight | Bölüm 20,Hollow Knight,2022-10-24T09:00:09Z,2391,97,8,3137,Video
Buglar Eşliğinde Stratejik Final - Worms W.M.D | #37,Worms W.M.D,2022-10-23T15:00:37Z,29895,1376,55,2354,Video
Boz Prens Yüce Zote - Hollow Knight | Bölüm 19,Hollow Knight,2022-10-23T12:30:28Z,2041,85,5,2471,Video
Yeni Gelen Dead by Daylight Modunu Deniyoruz - PUBG (Özel Oyun) #210,PUBG,2022-10-22T15:00:03Z,59986,1779,68,6254,Video
"Faul Yok Devam, Sokak Futbolu - No Fair Play",No Fair Play,2022-10-22T09:00:25Z,40379,1473,50,3327,Video
"Pusuculuk, Takım Oyunu, Strateji Hepsi Burada - PUBG (Dereceli Oyun) #209",PUBG,2022-10-21T15:00:25Z,25989,1429,39,1724,Video
Sakin Ol Öfkeli Muhafız  - Hollow Knight | Bölüm 18,Hollow Knight,2022-10-21T12:00:32Z,2171,84,7,2538,Video
Görülmemiş Satış! - PUBG (Dereceli Oyun) #208,PUBG,2022-10-20T15:00:28Z,27335,1207,47,2158,Video
Garantiye Oynamak - PUBG (Dereceli Oyun) #207,PUBG,2022-10-19T15:00:31Z,26403,1304,39,1710,Video
Avımı Gördüm - Forza Horizon 5 | Eleyici | #34,Forza Horizon 5,2022-10-18T15:00:34Z,29399,1632,35,908,Video
O Kadar Planı Boşa Mı  Yaptık - Slay the Spire #2.3,Slay the Spire,2022-10-18T09:00:20Z,16171,535,86,5280,Video
"Pusmamız Korkudan Değil, Elimizden Kaza Çıkmaması İçindir - PUBG (Özel Oyun) #206",PUBG,2022-10-17T15:00:10Z,40423,1813,87,1798,Video
Bronz Otomaton Heyecan Yaptırttı - Slay the Spire #2.2,Slay the Spire,2022-10-17T09:00:00Z,14996,518,92,5071,Video
Kim Sattı? - PUBG (Dereceli Oyun) #205,PUBG,2022-10-16T15:00:33Z,26406,1209,66,2509,Video
Rekor Denemesinde Yanlışlıkla Oyundan Çıkarsak... - Plate Up! #8,Plate Up,2022-10-16T12:00:30Z,37981,929,41,11253,Video
"Macera Yeniden Başlıyor, Yorumlarınızı Okuyoruz - Slay the Spire #2.1",Slay the Spire,2022-10-16T09:00:33Z,16941,631,134,4337,Video
Sokak Ortasında Adam Öldürüyorlar! - Eville #2,Eville,2022-10-15T16:00:00Z,20722,884,72,2759,Video
Kıyasıya Mücadele ve Kaos - RXC Rally Cross Challenge,RXC Rally Cross Challenge,2022-10-15T12:30:05Z,19413,796,20,2225,Video
Kandırılmış Marmu'yla  Oyun Oynadık!  - Hollow Knight | Bölüm 17,Hollow Knight,2022-10-15T10:00:23Z,2265,84,8,4693,Video
Ahmakların Arenası - Hollow Knight | Bölüm 16,Hollow Knight,2022-10-15T09:33:25Z,2062,88,6,4309,Video
"Tam Bir Barbarız, Yeni Rol Yapma Oyunu Eville Nasıl Oynanır? - Eville",Eville,2022-10-14T15:00:01Z,32416,1187,57,3723,Video
Tanrıların Evini Bulduk - Hollow Knight | Bölüm 15,Hollow Knight,2022-10-14T13:00:25Z,2262,108,11,3380,Video
Yan Arsaya Giren Müteahhit - Tricky Towers | #26,Tricky Towers,2022-10-14T12:08:08Z,23960,1209,50,1132,Video
Tetris Savaşları - Tetr.io #6,Tetr.io,2022-10-14T09:05:02Z,3299,127,9,3159,Video
6. Hissimizi Konuşturduk - PUBG (Dereceli Oyun) #204,PUBG,2022-10-13T15:00:35Z,34246,1613,50,2024,Video
Nazar Kartıyla Rakibi Alt Ettik - Slay the Spire #1.3,Slay the Spire,2022-10-13T13:30:09Z,15295,594,65,4406,Video
Gelişine Vurduk - Brawlhalla #3,Brawlhalla,2022-10-13T11:00:03Z,3714,105,14,3804,Video
Taşlar Yerlerine Oturuyor - Tetr.io #5,Tetr.io,2022-10-13T09:00:16Z,2841,144,8,3020,Video
Rakip Nazar Değdirdi - Slay the Spire #1.2,Slay the Spire,2022-10-12T15:44:35Z,16689,595,37,4111,Video
İnşaat Dersi - Tricky Towers | #25,Tricky Towers,2022-10-12T12:30:17Z,22635,1007,24,1404,Video
Arıların Kovanına Girdik - Hollow Knight | Bölüm 14,Hollow Knight,2022-10-12T09:00:30Z,2095,77,9,4369,Video
Kartlarla Yeni Bir Maceraya Başlıyoruz - Slay the Spire #1.1,Slay the Spire,2022-10-11T15:00:34Z,26816,847,45,3552,Video
Soğukkanlı Olan Kazanır - Tricky Towers | #24,Tricky Towers,2022-10-11T12:30:14Z,24516,1002,32,1140,Video
Kötü Bir Şey Mi Yaptık - Hollow Knight | Bölüm 13,Hollow Knight,2022-10-11T12:25:00Z,2087,86,4,3967,Video
Kanat Çırpma Zamanı - Hollow Knight | Bölüm 12,Hollow Knight,2022-10-11T11:00:17Z,2002,105,16,4386,Video
zSuat vs OoSee - PUBG (Özel Oyun) #203,PUBG,2022-10-10T15:00:30Z,45182,2171,61,1798,Video
Öğret Bana İğne Ustası - Hollow Knight | Bölüm 11,Hollow Knight,2022-10-10T13:45:02Z,2200,100,7,3982,Video
Kristaller Arasında Yolculuk - Hollow Knight | Bölüm 10,Hollow Knight,2022-10-10T09:20:00Z,2107,91,4,4203,Video
Zorlu Rotasyon - PUBG (Özel Oyun) #202,PUBG,2022-10-09T15:39:27Z,25119,1147,28,1787,Video
Örümcek Kavgası - Spiderheck,Spiderheck,2022-10-09T12:00:28Z,41911,1457,32,3445,Video
Rakibi Kendi Mayınına Düşürme Tekniği - Worms W.M.D | #36,Worms W.M.D,2022-10-09T09:00:08Z,27531,1155,61,3437,Video
"İz Peşinde, Feign Mobile Çıktı - Feign | #37",Feign,2022-10-08T16:00:24Z,99144,2839,164,4246,Video
Elit Pizzacı - Plate Up! #7,Plate Up,2022-10-08T15:03:42Z,20695,682,31,5401,Video
Uça Uça Yarışıyoruz - Stuntfest - World Tour: İlk Bakış,Stuntfest - World Tour,2022-10-08T11:00:05Z,22190,771,33,4932,Video
Kartlarla FPS Oyunu - Friends vs Friends:  İlk Bakış,Friends vs Friends,2022-10-08T09:00:18Z,22784,962,31,1711,Video
Deli Şapkası Çok Güçlü - Brotato #2,Brotato,2022-10-07T15:30:05Z,36272,1206,51,3888,Video
O Kule Yıkılmamalı - Dome Keeper #2,Dome Keeper,2022-10-07T14:00:13Z,20749,805,40,4320,Video
Restoranda Kaos Var! - Plate Up! #6,Plate Up,2022-10-07T12:15:01Z,24591,729,31,7924,Video
Ruh Beyi Ver Bize Yeteneği - Hollow Knight | Bölüm 9,Hollow Knight,2022-10-07T09:00:30Z,2503,100,3,3331,Video
Pizza Sektörüne El Atıyoruz - Plate Up! #5,Plate Up,2022-10-06T15:30:07Z,29165,847,33,7515,Video
Savaşçı Patates - Brotato,Brotato,2022-10-06T13:45:02Z,15696,537,23,5226,Video
"Mutfakta Karmaşa Hakim, 3d Aşçılık Oyunu - One-armed Cook: İlk Bakış",One-armed Cook,2022-10-06T11:15:00Z,25702,876,39,2013,Video
Uzayda Kule Savunma - Dome Keeper,Dome Keeper,2022-10-06T10:30:08Z,22675,855,31,2222,Video
Güçlenmemiz Lazım - Hollow Knight | Bölüm 8,Hollow Knight,2022-10-06T09:30:11Z,2010,84,8,3335,Video
İzleyicilerimizle Tabu Oynuyoruz - Parlor,Parlor,2022-10-06T08:51:29Z,15411,726,33,1139,Video
